ev_id,trip_index,location_zone,location_type,arrival_min,departure_min,charged_kwh,deferrable_kwh,max_delay_min
116,1,4,H,1065.351357377551,1440,2.7629743875937187,2.7629743875937187,351.623856059168
117,1,23,H,615.601056,1440,6.8336010693314595,6.8336010693314595,767.4522684222379
118,0,12,W,462.9261487959184,1056,7.680190141873819,7.680190141873819,551.181904975679
119,1,1,H,1105.915522122449,1440,4.54812072814385,4.54812072814385,296.18347180968567
120,1,2,H,1072.8075019204082,1440,0.3658643878740442,0.3658643878740442,364.1436281806414
121,1,3,H,1342.683109812245,1440,8.642956190543192,3.0350706319874092,25.292255266561824
122,1,24,H,1068.627324,1440,3.890314363262668,3.890314363262668,338.9533896394778
126,1,14,H,1081.45940572449,1440,6.447477091572637,6.447477091572637,304.8116185124047
127,1,16,H,1090.9256154081634,1440,8.239115318648754,8.239115318648754,280.4150902697636
128,0,20,O,1014.901797489796,1199,7.810707050458117,7.810707050458117,141.49434587134158
129,1,2,H,903.3437092,1440,11.930912282216564,11.930912282216564,437.2320217815285
130,1,10,H,1041.701513622449,1440,5.870073552447362,5.870073552447362,349.3812067738229
131,1,24,H,1066.627324,1440,6.070004941364761,6.070004941364761,322.78930148862696
132,1,11,H,1058.9725055183674,1440,1.7934951514900277,1.7934951514900277,366.081701552549
135,0,7,W,450.84567546122446,1058,11.211074270951839,11.211074270951839,546.0030103335837
136,1,15,H,1057.3340687959185,1440,4.042058123853963,4.042058123853963,348.98211350529846
137,0,16,O,862.9038253061225,1125,9.51294819717945,9.51294819717945,210.20736634562593
138,0,14,W,458.0032191836735,1067,9.817275662192726,9.817275662192726,555.4480044770935
139,0,22,W,440.302772,1045,7.766082639215556,7.766082639215556,562.3367772406424
139,1,21,H,1051.305133857143,1440,0.8423880498129996,0.8423880498129996,381.6749657277487
141,1,16,H,1039.6141064897959,1440,8.525112917779344,8.525112917779344,329.3432858620429
143,0,19,W,449.6269573428571,1071,13.857145032081874,13.857145032081874,545.7886152094236
145,1,13,H,841.9022635306122,1440,4.731357195478083,4.731357195478083,558.6697598404038
146,1,10,H,964.7004785,1440,3.5546096371787304,3.5546096371787304,445.6777745235105
147,1,20,H,1071.360518244898,1440,7.48868709463504,7.48868709463504,306.23375596647656
148,1,11,H,1068.3382200612245,1440,7.333162565992403,7.333162565992403,310.55209188883873
149,1,15,H,726.5007829081633,1440,6.9003251366433,6.9003251366433,655.9965076198093
150,1,3,H,1071.7701491836735,1440,8.851373023621166,8.851373023621166,294.46840895281684
151,0,11,W,499.81164563265304,1045,8.19325027433725,8.19325027433725,500.49789832550744
151,1,21,H,1064.8231138061224,1440,2.6474808561896346,2.6474808561896346,353.1145457256307
154,0,20,W,480.2505509959184,1050,11.264867647810831,11.264867647810831,508.3047163796589
155,1,15,H,1062.3160519142857,1440,6.200188173973256,6.200188173973256,326.0157133026039
156,1,7,H,1041.9243621959183,1440,5.8079205027885745,5.8079205027885745,349.67630028084363
158,1,11,H,1058.3814009918367,1440,5.193970691310756,5.193970691310756,338.3355099139069
159,1,13,H,1057.0048759183674,1440,4.509402276256752,4.509402276256752,345.41677177949305
161,1,8,H,1057.7056345816327,1440,6.434653690320035,6.434653690320035,328.67225133236707
163,1,14,H,1067.7025389795917,1440,4.7415825153227225,4.7415825153227225,332.7842733927189
164,1,3,H,1073.5582005,1440,2.6614281995669806,2.6614281995669806,344.26323117027505
165,0,14,O,726.6523527653061,931,9.0038712033523,9.0038712033523,155.23562248913595
165,1,11,H,953.6544651020408,1440,3.0286346918187483,3.0286346918187483,461.10691246613624
166,1,9,H,1041.044929257143,1440,5.020197040996221,5.020197040996221,357.120095401222
168,1,4,H,1053.054706877551,1440,9.147401009357651,9.147401009357651,310.7169513778017
169,1,7,H,1053.6120793469388,1440,1.9605808872046246,1.9605808872046246,370.04974659302275
170,1,3,H,1078.9282277959185,1440,2.8234979677311607,2.8234979677311607,337.54262247298857
171,1,4,H,1054.0116240816326,1440,0.4956355858016295,0.4956355858016295,381.8580793700205
172,0,24,W,470.5245183265306,1042,12.192969371519089,12.192969371519089,504.96837601063805
173,1,22,H,1086.9185527346938,1440,7.961953729735923,7.961953729735923,286.7318328508402
175,1,9,H,1020.305066510204,1440,8.16211727611788,8.16211727611788,351.6772895221469
177,1,9,H,1062.6840796183674,1440,5.239060704038781,5.239060704038781,333.6570811813094
178,0,10,W,469.2893165265306,1043,9.001453095786971,9.001453095786971,524.6118484055405
178,1,13,H,1065.2887764040815,1440,3.091836112421621,3.091836112421621,348.9459226590716
179,0,5,W,458.92613263265304,1061,10.384700443694426,10.384700443694426,545.4300467653773
180,0,2,W,454.858452522449,1086,12.903920321749258,12.903920321749258,560.7565275407369
181,1,10,H,1073.316690632653,1440,11.643579886208805,11.643579886208805,269.65347698227356
182,1,2,H,1079.0078257142857,1440,0.7229573924667072,0.7229573924667072,354.9675293484918
185,1,6,H,1087.7117923346939,1440,8.938252042975817,8.938252042975817,277.8027739738409
186,1,10,H,1179.6226567020408,1440,6.092717711287452,6.092717711287452,209.60469570389705
187,1,10,H,938.3021921428572,1440,1.0454448449681877,1.0454448449681877,492.98576748240794
