ev_id,trip_index,fcs_zone,arrival_min,departure_min,charged_kwh,cost
0,1,3,1057.7545543367346,1067.2008125399084,14.246258203173692,18.922983105867466
4,1,13,1067.3627984,1076.417462028863,13.854663628863037,15.797662297256695
5,1,14,1038.0,1044.9654113709203,11.765411370920356,14.690114695994255
7,1,21,1045.75165,1055.0985294009197,14.146879400919689,17.991530515957223
13,0,3,616.0,623.7185645207762,12.51856452077621,5.007425808310486
15,0,19,809.0,815.1751680637416,10.975168063741545,4.390067225496621
18,0,11,449.75491632653063,458.7439882985843,13.7890719720537,6.6496686937309315
19,0,20,427.0,435.9898398372542,13.789839837254176,5.854820075758851
24,1,22,1065.0,1072.1824227830402,11.982422783040285,13.893299017343079
32,0,20,416.0000404081633,424.2700967758749,13.070056367711643,5.2280225470846595
33,1,1,1265.0,1273.886096251178,13.686096251177958,5.4744385004711855
35,1,4,1028.9204970204082,1037.2626286694965,13.1421316490882,5.6088637361265485
37,0,3,534.6000888979592,542.4076031681697,12.607514270210547,5.043005708084221
45,0,4,467.70623026530615,477.1493299966048,14.243099731298694,13.367660848504904
49,0,17,465.02035224489794,474.6148289485562,14.394476703658267,18.89787905183432
51,1,8,1031.0,1034.7860842745526,8.586084274552555,4.612254883395574
62,1,2,1050.0,1053.8377876560019,8.637787656001759,11.014865653749524
70,0,9,443.0,452.2414573880075,14.041457388007544,27.183021241188214
72,0,11,461.7545795918367,471.03666004975975,14.082080457923036,19.43135962255573
75,0,16,483.9215045510204,493.44865771174756,14.327153160727178,8.478611513118146
79,1,13,1080.6169417959184,1090.09681371597,14.279871920051587,12.942293663531936
81,1,24,1030.0,1033.698424618611,8.49842461861103,3.399369847444414
84,1,8,1172.8000862040817,1179.7880498792083,11.787963675126589,4.7151854700506375
85,0,15,970.0,979.1650815061884,13.965081506188376,5.5860326024753535
86,1,16,1103.9070215918368,1110.9036108086348,11.796589216798031,5.334687795118101
87,0,3,718.500463010204,727.5391552463019,13.83869223609781,5.535476894439126
89,1,4,1100.560568755102,1107.8250833541067,12.064514599004887,4.825805839601958
90,1,8,1096.843288955102,1104.9920313560847,12.948742400982773,5.9743524579848994
94,1,18,1104.0,1107.7034781533548,8.503478153354788,3.8348560042180346
100,0,9,446.0,455.4959585457891,14.295958545789137,27.675713002927466
101,0,21,991.3002121428572,1000.8662653650798,14.366053222222632,5.746421288889056
106,1,14,1080.800215510204,1084.0536151854185,8.053399675214392,6.904862780115996
107,0,10,445.0,453.476156642295,13.276156642294985,8.112498026473899
108,0,6,465.6042078367347,475.1159360155291,14.311728178794365,11.053571435029985
109,1,9,853.0,856.3721261537379,8.172126153737953,3.2688504614951825
110,0,3,458.0,466.81905170583775,13.619051705837766,24.5398750193238
115,0,2,445.01099102040814,454.27259200927176,14.061600988863614,15.532775587149086
125,0,18,470.72817257142856,480.2699374015258,14.341764830097244,10.493504217792653
134,0,19,445.0,453.36006961454564,13.160069614545652,14.11076728705407
137,1,16,1125.0,1129.7129478944896,9.51294789448956,3.805179157795826
140,1,4,1031.0,1035.974068178815,9.774068178815023,4.171425003674161
142,0,5,887.0,896.4603712095883,14.260371209588335,5.704148483835337
143,1,19,1071.0,1080.057145036086,13.857145036085983,16.252556133681527
152,1,8,1041.0,1050.5507162402953,14.350716240295203,16.289421060820672
157,1,15,892.7504125,899.8117030246652,11.861290524665202,4.744516209866084
160,0,8,1066.3833505306122,1075.0227865842583,13.439436053646013,15.75159567972755
167,0,24,459.9671640979592,468.9665605446761,13.79939644671688,11.40506848414188
174,1,4,786.0,795.1334197128518,13.933419712851855,5.992003747302886
176,1,22,1007.1000390612245,1015.2154799673096,12.915440906085186,5.166176362434077
179,1,4,1067.0104387755102,1073.397393382042,11.186954606531955,12.643308096615568
180,1,7,1095.3669044081632,1104.8380522067566,14.27114779859333,9.251527687285572
184,0,7,576.0,584.0289029484892,12.82890294848924,5.131561179395699
188,1,16,1016.0,1024.010428675499,12.810428675499004,5.462606791317749
191,1,2,1062.3525096836734,1071.5453086736259,13.992798989952572,17.843550586376935
193,1,14,1066.3744597346938,1075.36863971459,13.794179979896178,16.34058109020483
196,1,21,1080.0833071020409,1088.1459942525612,12.86268715052032,11.045520864780231
207,1,8,907.0005791836735,913.8617384086101,11.66115922493661,4.664463689974646
209,1,1,1028.0026804081633,1034.5124947341114,11.309814325948148,4.523925730379261
211,1,4,698.0,704.4218834534583,11.221883453458336,4.4887533813833365
220,1,15,1053.7553625,1063.0696279932108,14.114265493210704,20.23303983885688
226,1,10,1080.3506738061224,1084.4202997550772,8.869625948954802,7.841821437863632
228,1,23,1028.0,1036.1211780736687,12.921178073668784,6.297295179553949
232,0,5,430.0,436.98584966541404,11.785849665414062,4.714339866165627
233,1,2,1067.857690155102,1076.251699813951,13.194009658849003,15.494794459184824
234,0,15,442.0,451.49444004487856,14.29444004487859,33.83028079249573
235,1,17,1082.7217868489795,1089.2185122946757,11.296725445696186,9.830242111052222
239,1,10,1038.0,1045.910413272721,12.710413272720851,16.570106331457907
248,0,8,423.0,431.7208120960643,13.520812096064315,5.7900353238238855
249,1,18,1046.0,1052.6473517708987,11.447351770898676,16.38588215365151
255,1,1,1048.0,1052.7578597433164,9.557859743316381,9.971536612670226
256,0,3,431.75166683673467,440.69565106218886,13.743984225454199,5.497593690181682
259,1,17,1054.0,1059.2971081838325,10.09710818383249,14.067169002561148
260,1,19,1050.0,1053.8641795151937,8.664179515193666,11.68370628618839
262,1,3,928.0,934.0677122845109,10.867712284510933,4.347084913804375
270,0,17,575.0,583.7416543778023,13.541654377802312,5.416661751120927
271,0,11,484.0,491.9964741175161,12.79647411751608,6.1963599834958645
277,0,16,744.0,752.1225992991374,12.922599299137396,5.169039719654961
278,0,23,465.9724581061225,474.86523618001553,13.69277807389307,9.927506714743705
282,1,2,886.0,892.5613672433121,11.36136724331211,4.544546897324846
292,1,6,1065.9674167836736,1073.5905820047458,12.423165221072313,13.40587720862795
300,1,14,1081.1319251428572,1089.6873215448431,13.35539640198588,11.450714387562352
301,0,2,455.0,464.3639656019955,14.163965601995507,35.516853166652346
304,1,10,1047.0,1049.772105875742,7.572105875741936,9.87148071600368
308,1,12,1046.0,1055.0771741206438,13.877174120643843,18.76196330625399
309,1,9,1049.7543775510203,1058.5674333953973,13.613055844377044,17.278995260886024
312,1,21,1082.295923934694,1090.85206248107,13.35613854637603,11.469260292234058
315,1,9,1038.0,1044.8128543324096,11.612854332409658,14.740147786725593
323,0,22,447.10923191836736,454.99278839428825,12.68355647592088,8.652519680274949
