ev_id,trip_index,fcs_zone,arrival_min,departure_min,charged_kwh,cost
1338,1,13,1074.3625645714285,1077.4489978297265,7.88643325829813,3.1545733033192533
1344,1,21,979.6003704081633,984.6617163081723,9.861345900009141,3.944538360003658
1347,0,1,539.0,548.2694594376961,14.069459437696182,5.627783775078475
1349,1,17,1064.7577785714286,1069.9238835738959,9.966105002467245,3.9864420009868997
1353,0,11,462.7535862244898,472.2425780844821,14.28899185999225,5.715596743996902
1355,1,1,1045.3630699428572,1052.9868710637415,12.423801120884395,4.9695204483537605
1358,0,8,579.0,588.038803322526,13.838803322525983,5.535521329010396
1368,1,24,1049.0,1054.9725189782578,10.772518978257764,4.309007591303108
1370,1,21,1051.0,1056.9017856926541,10.701785692654191,4.280714277061678
1371,0,20,435.0,443.3609160294635,13.16091602946354,5.264366411785418
1377,0,11,661.0,670.3397761375721,14.139776137572165,5.655910455028868
1389,1,10,1084.0,1090.5341103866313,11.33411038663128,4.533644154652515
1410,0,15,453.0,461.9846907740527,13.784690774052718,5.51387630962109
1411,1,5,1066.6042226530612,1073.5462695267568,11.742046873695456,4.696818749478185
1412,0,2,447.0,454.5111557766562,12.311155776656214,4.924462310662488
1414,0,14,444.0,451.3079829975742,12.107982997574172,4.843193199029671
1418,1,12,953.0,955.8075547317513,7.6075547317513745,3.0430218927005512
1419,0,19,470.0,476.5967917037675,11.39679170376749,4.558716681506999
1420,1,2,1042.0111930612245,1046.5592985617473,9.348105500522795,3.73924220020912
1422,1,19,1023.0,1030.3972232121398,12.197223212139804,4.878889284855924
1424,0,6,456.0,462.9632076500361,11.763207650036112,4.705283060014446
1428,1,10,1041.8028124081632,1050.248378989039,13.245566580875884,5.298226632350357
1431,1,13,1070.7258306285714,1078.753841589962,12.828010961390454,5.1312043845561846
